timestamp,sensor_id,sensor_type,level_id,latitude,longitude,z,status,temp_f
2026-01-31T20:00:00Z,CC_HVAC_01,HVAC,L.1,38.903931,-77.022652,6,1,72.1
2026-01-31T20:00:00Z,CC_HVAC_02,HVAC,L.-2,38.90352,-77.022156,-6,1,71.9
2026-01-31T20:00:00Z,CC_HVAC_03,HVAC,L.-2,38.905792,-77.022581,-6,1,72.4
2026-01-31T20:00:00Z,CC_HVAC_04,HVAC,L.1,38.904601,-77.02285,6,1,72.0
2026-01-31T20:00:00Z,CC_HVAC_05,HVAC,L.-2,38.906151,-77.022629,-6,1,71.8
2026-01-31T20:00:00Z,CC_HVAC_06,HVAC,L.2,38.903925,-77.022636,10,1,72.3
2026-01-31T20:00:00Z,CC_HVAC_07,HVAC,L.1,38.904839,-77.022391,6,1,72.2
2026-01-31T20:00:00Z,CC_HVAC_08,HVAC,L.1,38.904681,-77.022387,6,1,72.1
2026-01-31T20:00:00Z,CC_HVAC_09,HVAC,L.-2,38.903441,-77.023361,-6,1,71.7
2026-01-31T20:00:00Z,CC_HVAC_10,HVAC,L.1,38.904986,-77.022783,6,1,72.0
2026-01-31T20:00:00Z,CC_HVAC_11,HVAC,L.-1,38.905829,-77.023584,-3,1,71.6
2026-01-31T20:00:00Z,CC_HVAC_12,HVAC,L.-2,38.906049,-77.022522,-6,1,71.9
2026-01-31T20:00:00Z,CC_HVAC_13,HVAC,L.-2,38.905634,-77.023242,-6,1,72.5
2026-01-31T20:00:00Z,CC_HVAC_14,HVAC,L.1,38.903626,-77.022632,6,1,72.1
